Id,Type,Date,Data
629,URL,2023-05-15T00:47:46Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000480471338159685|2|1|1|8893CB24A11625B5F3D9B42F20693C0BB4855BA7,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000480471338159685|2|1|1|8893CB24A11625B5F3D9B42F20693C0BB4855BA7
630,URL,2023-05-15T00:47:53Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000475521987873624|2|1|1|FEC5AB58BA39EBB53A1513FA5ED1D319ED69B86F,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000475521987873624|2|1|1|FEC5AB58BA39EBB53A1513FA5ED1D319ED69B86F
631,URL,2023-05-15T00:47:59Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000479741680664560|2|1|1|C6A9597679B80224B4064A2E5700A0B62385868E,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000479741680664560|2|1|1|C6A9597679B80224B4064A2E5700A0B62385868E
633,URL,2023-05-15T00:48:15Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650510000437481812591663|2|1|1|4731E7B900F0B437E1C19DF08A7058B6B52B5761,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650510000437481812591663|2|1|1|4731E7B900F0B437E1C19DF08A7058B6B52B5761
634,URL,2023-05-15T00:48:21Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000487551953936951|2|1|1|FA2E16D1AAC8DB384E2045A414EFD56F155B10AC,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000487551953936951|2|1|1|FA2E16D1AAC8DB384E2045A414EFD56F155B10AC
635,URL,2023-05-15T00:48:26Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000482551758327715|2|1|1|94535CA15B7AE07F2F09418CAD977E4642749C96,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000482551758327715|2|1|1|94535CA15B7AE07F2F09418CAD977E4642749C96
636,URL,2023-05-15T00:48:32Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000487291711842114|2|1|1|D1B8B171B98C8C53CF60BED3953B3C10346D86DC,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000487291711842114|2|1|1|D1B8B171B98C8C53CF60BED3953B3C10346D86DC
637,URL,2023-05-15T00:48:41Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000487141268806263|2|1|1|C9C1BBD103D29B546F3276E4F8E0D53008250F63,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000487141268806263|2|1|1|C9C1BBD103D29B546F3276E4F8E0D53008250F63
638,URL,2023-05-15T00:48:51Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000487481944162545|2|1|1|EA94A40F3EEF8FE1FEF13DDB1BCA9415FC686901,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000487481944162545|2|1|1|EA94A40F3EEF8FE1FEF13DDB1BCA9415FC686901
639,URL,2023-05-15T00:48:57Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000487511265839865|2|1|1|DDB6993EB916E5306DF0E269F5C8E6500A4A3B0F,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000487511265839865|2|1|1|DDB6993EB916E5306DF0E269F5C8E6500A4A3B0F
640,URL,2023-05-15T00:49:05Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650510000438121026143623|2|1|1|C327D2B9C66E496E86666BE72C8B3B701EE23403,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650510000438121026143623|2|1|1|C327D2B9C66E496E86666BE72C8B3B701EE23403
641,URL,2023-05-15T00:49:17Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000488781036805899|2|1|1|49F2CC02FC16AADD876DF902D0EBF7EE8B2218D3,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000488781036805899|2|1|1|49F2CC02FC16AADD876DF902D0EBF7EE8B2218D3
