Id,Type,Date,Data
642,URL,2023-05-15T00:49:30Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000489211149180943|2|1|1|79D688810AC5C7950F3408EB3AD3627ACAF0F6F3,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000489211149180943|2|1|1|79D688810AC5C7950F3408EB3AD3627ACAF0F6F3
643,URL,2023-05-15T00:49:37Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000488511325750429|2|1|1|AFCE4D125B8ABCA174D98450ADC5899475EB48F6,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000488511325750429|2|1|1|AFCE4D125B8ABCA174D98450ADC5899475EB48F6
644,URL,2023-05-15T00:49:42Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000488961103060894|2|1|1|8D17F0CF1FF419CC318B281592EF308506A62224,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000488961103060894|2|1|1|8D17F0CF1FF419CC318B281592EF308506A62224
645,URL,2023-05-15T00:49:51Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000488721030147721|2|1|1|9E1569B3A881F6080DAA5F32872B0000719E9720,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000488721030147721|2|1|1|9E1569B3A881F6080DAA5F32872B0000719E9720
646,URL,2023-05-15T00:49:58Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000481621769766870|2|1|1|F860B0FB22492A9F1E27DABF9AF6678C4F9351D2,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000481621769766870|2|1|1|F860B0FB22492A9F1E27DABF9AF6678C4F9351D2
647,URL,2023-05-15T00:50:04Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000489711190189684|2|1|1|FDACD5D645C08CC90875CED8E1A6E2B33EB57EF8,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000489711190189684|2|1|1|FDACD5D645C08CC90875CED8E1A6E2B33EB57EF8
648,URL,2023-05-15T00:50:16Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000474971607603928|2|1|1|A0905DD615E93857B66A6792FC03D242E766EE18,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000474971607603928|2|1|1|A0905DD615E93857B66A6792FC03D242E766EE18
649,URL,2023-05-15T00:50:23Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000475001486929426|2|1|1|7EF768E3BAEE5E5ABC31727708D44EE8C50C049C,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000475001486929426|2|1|1|7EF768E3BAEE5E5ABC31727708D44EE8C50C049C
650,URL,2023-05-15T00:50:27Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000484641848649860|2|1|1|7C922F3FB5E87E287C4F7D7E1CE6F0D9046711EE,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000484641848649860|2|1|1|7C922F3FB5E87E287C4F7D7E1CE6F0D9046711EE
651,URL,2023-05-15T00:50:42Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000483231688441281|2|1|1|6324C9C0B0A10698A37BEFAA7578A4B493A8E6B3,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000483231688441281|2|1|1|6324C9C0B0A10698A37BEFAA7578A4B493A8E6B3
652,URL,2023-05-15T00:50:48Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000479631326413920|2|1|1|7B00D2C27DF461BCCB9CC1476AA713CFDED50B1B,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000479631326413920|2|1|1|7B00D2C27DF461BCCB9CC1476AA713CFDED50B1B
653,URL,2023-05-15T00:50:55Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000475151654518940|2|1|1|C1105DA01C67DCD7845ECE6E276FFEB8099C8028,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000475151654518940|2|1|1|C1105DA01C67DCD7845ECE6E276FFEB8099C8028
654,URL,2023-05-15T00:51:09Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000482141323656607|2|1|1|29E171B978EFBE71AD299A12706839A26D151F6F,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000482141323656607|2|1|1|29E171B978EFBE71AD299A12706839A26D151F6F
655,URL,2023-05-15T00:51:21Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000475671792965530|2|1|1|E8CB4EB62092677FEA4F1B24F20E6E2F48253EB9,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000475671792965530|2|1|1|E8CB4EB62092677FEA4F1B24F20E6E2F48253EB9
656,URL,2023-05-15T00:51:26Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000482551758327715|2|1|1|94535CA15B7AE07F2F09418CAD977E4642749C96,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000482551758327715|2|1|1|94535CA15B7AE07F2F09418CAD977E4642749C96
657,URL,2023-05-15T00:51:30Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650010000102791937536576|2|1|1|F21CA0095931265B11172636ADF92DA297DE2DAB,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650010000102791937536576|2|1|1|F21CA0095931265B11172636ADF92DA297DE2DAB
658,URL,2023-05-15T00:51:35Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000482601922015067|2|1|1|9342561C5F3F17832051116CB5593ABE8766F3E5,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000482601922015067|2|1|1|9342561C5F3F17832051116CB5593ABE8766F3E5
659,URL,2023-05-15T00:51:41Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000479781045134850|2|1|1|D6E124F19DA2225D4DB37304F393075D12D4F08D,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000479781045134850|2|1|1|D6E124F19DA2225D4DB37304F393075D12D4F08D
660,URL,2023-05-15T00:52:14Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000482771703399814|2|1|1|4B7AD6AED3083FA5C99F5D704039491AC8253AAA,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000482771703399814|2|1|1|4B7AD6AED3083FA5C99F5D704039491AC8253AAA
661,URL,2023-05-15T00:52:19Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000487531196948120|2|1|1|5D4FE17DE2EA40EE4C3CA3BB4A2D033AA612211D,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000487531196948120|2|1|1|5D4FE17DE2EA40EE4C3CA3BB4A2D033AA612211D
662,URL,2023-05-15T00:52:56Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650510000431661701749094|2|1|1|C8E98E94A8B6CF5C10744DDDD2B64EAB559CE5A9,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650510000431661701749094|2|1|1|C8E98E94A8B6CF5C10744DDDD2B64EAB559CE5A9
663,URL,2023-05-15T00:53:17Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000481851578544274|2|1|1|A6C10E7C4E2CF05660FCE75D95870B5713C10560,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000481851578544274|2|1|1|A6C10E7C4E2CF05660FCE75D95870B5713C10560
664,URL,2023-05-15T00:53:21Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000481731456681233|2|1|1|7E6B41346AED1D3209452A6A0E5A490277203BC4,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000481731456681233|2|1|1|7E6B41346AED1D3209452A6A0E5A490277203BC4
665,URL,2023-05-15T00:53:26Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000481261841189211|2|1|1|75920EE40808B7B51C0F11BBBCB3E0F80EEAD90C,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650210000481261841189211|2|1|1|75920EE40808B7B51C0F11BBBCB3E0F80EEAD90C
666,TEXT,2023-05-15T00:54:28Z,35230421656011000447590003257320050512200807|20230403110430|4.68||GShZt5FgabrNdJbgql//CA4OVZhOv5/wAt0dCP1Ur7JKFdzzBlSeO2kQ8ZpIxX3A7elyEGhotjy6PEEpJEqFIy6KBTKgkZxr00fQ6StWYBmEzGWcPlsgOgYCax87c4ET0L4aGlqydtS9+CTTv4EOCFMcc/a6YsKDBWSEWgQhXxexCM7MmpMlCD9Wqm5LWt5/pz3/p1uZhvvHDBrOrb6rgZLZ8Qqic6Y4xmRqZ53SiF0QKbOTAruu79fRZVlZ4B4/KP8A/sFZfe6qYxzZVZeSlJlJ6Q9TOJFFvoAhAqXdIMC3cvQM0wxaRAa7sPKeGAEU3/CSRm78tYWzWBQ3SFxWvg==
667,URL,2023-05-15T00:54:38Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650510000438131347032882|2|1|1|29A7DA9D16776AD2E48953997BFCC67785BFD365,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650510000438131347032882|2|1|1|29A7DA9D16776AD2E48953997BFCC67785BFD365
668,URL,2023-05-15T01:03:38Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000475251180317341|2|1|1|4DF9CBDE20D49710EC5D784CC8CE4A5F9A5D75FA,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000475251180317341|2|1|1|4DF9CBDE20D49710EC5D784CC8CE4A5F9A5D75FA
669,URL,2023-05-15T01:03:46Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000475161174194803|2|1|1|68890B19EA4676DE739C40162C1B8E35E358181E,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000475161174194803|2|1|1|68890B19EA4676DE739C40162C1B8E35E358181E
670,URL,2023-05-15T01:03:49Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000475021192045479|2|1|1|7FAEFF34FFCCC0E9A41E908EC64AF163F31CE5A9,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000447650310000475021192045479|2|1|1|7FAEFF34FFCCC0E9A41E908EC64AF163F31CE5A9
671,URL,2023-05-15T01:04:02Z,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000102650310000516731035969266|2|1|2|40CFCBF85EF9F457B7FD59446B435E1B5C732DEB,https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000102650310000516731035969266|2|1|2|40CFCBF85EF9F457B7FD59446B435E1B5C732DEB
